Baud rate 2400, low carrier filter 1, 2dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
  616.0000, 0.8147779342, 1.09835, 1.11835
  624.0000, 0.8272876142, 1.09993, 1.12232
  632.0000, 0.8396106612, 1.10149, 1.12628
  640.0000, 0.8517491229, 1.10303, 1.13022
  648.0000, 0.8637054606, 1.10455, 1.13414
  656.0000, 0.8754825327, 1.10605, 1.13804
  664.0000, 0.8870835787, 1.10753, 1.14192
  672.0000, 0.8985122017, 1.10898, 1.14577
  680.0000, 0.9097723513, 1.11042, 1.14960
  688.0000, 0.9208683048, 1.11184, 1.15340
  696.0000, 0.9318046492, 1.11324, 1.15717
  704.0000, 0.9425862618, 1.11463, 1.16091
  712.0000, 0.9532182908, 1.11599, 1.16462
  720.0000, 0.9637061356, 1.11734, 1.16830
  728.0000, 0.9740554264, 1.11867, 1.17194
  736.0000, 0.9842720044, 1.11999, 1.17554
  744.0000, 0.9943619004, 1.12129, 1.17910
  752.0000, 1.0043313148, 1.12258, 1.18262
  760.0000, 1.0141865963, 1.12385, 1.18609
  768.0000, 1.0239342210, 1.12511, 1.18953
  776.0000, 1.0335807715, 1.12636, 1.19292
  784.0000, 1.0431329155, 1.12760, 1.19626
  792.0000, 1.0525973856, 1.12883, 1.19955
  800.0000, 1.0619809578, 1.13005, 1.20279
  808.0000, 1.0712904312, 1.13127, 1.20599
  816.0000, 1.0805326075, 1.13247, 1.20912
  824.0000, 1.0897142707, 1.13367, 1.21221
  832.0000, 1.0988421674, 1.13486, 1.21524
  840.0000, 1.1079229873, 1.13605, 1.21821
  848.0000, 1.1169633437, 1.13723, 1.22113
  856.0000, 1.1259697553, 1.13841, 1.22399
  864.0000, 1.1349486281, 1.13959, 1.22679
  872.0000, 1.1439062371, 1.14076, 1.22952
  880.0000, 1.1528487102, 1.14194, 1.23220
  888.0000, 1.1617820111, 1.14311, 1.23481
  896.0000, 1.1707119239, 1.14429, 1.23736
  904.0000, 1.1796440382, 1.14547, 1.23984
  912.0000, 1.1885837345, 1.14665, 1.24226
  920.0000, 1.1975361714, 1.14783, 1.24461
  928.0000, 1.2065062722, 1.14901, 1.24689
  936.0000, 1.2154987139, 1.15020, 1.24911
  944.0000, 1.2245179159, 1.15140, 1.25126
  952.0000, 1.2335680301, 1.15260, 1.25334
  960.0000, 1.2426529323, 1.15381, 1.25534
  968.0000, 1.2517762137, 1.15502, 1.25728
  976.0000, 1.2609411743, 1.15624, 1.25915
  984.0000, 1.2701508167, 1.15746, 1.26094
  992.0000, 1.2794078410, 1.15870, 1.26266
 1000.0000, 1.2887146412, 1.15994, 1.26431
 1008.0000, 1.2980733018, 1.16119, 1.26589
 1016.0000, 1.3074855966, 1.16245, 1.26739
 1024.0000, 1.3169529872, 1.16372, 1.26882
 1032.0000, 1.3264766235, 1.16499, 1.27018
 1040.0000, 1.3360573453, 1.16628, 1.27147
 1048.0000, 1.3456956838, 1.16757, 1.27268
 1056.0000, 1.3553918658, 1.16888, 1.27381
 1064.0000, 1.3651458171, 1.17019, 1.27488
 1072.0000, 1.3749571687, 1.17152, 1.27587
 1080.0000, 1.3848252622, 1.17285, 1.27678
 1088.0000, 1.3947491574, 1.17419, 1.27762
 1096.0000, 1.4047276405, 1.17554, 1.27839
 1104.0000, 1.4147592327, 1.17690, 1.27909
 1112.0000, 1.4248422001, 1.17826, 1.27971
 1120.0000, 1.4349745646, 1.17964, 1.28026
 1128.0000, 1.4451541147, 1.18102, 1.28074
 1136.0000, 1.4553784182, 1.18241, 1.28115
 1144.0000, 1.4656448344, 1.18381, 1.28149
 1152.0000, 1.4759505280, 1.18522, 1.28175
 1160.0000, 1.4862924830, 1.18663, 1.28195
 1168.0000, 1.4966675168, 1.18805, 1.28208
 1176.0000, 1.5070722960, 1.18947, 1.28214
 1184.0000, 1.5175033512, 1.19090, 1.28213
 1192.0000, 1.5279570936, 1.19233, 1.28205
 1200.0000, 1.5384298305, 1.19377, 1.28191
 1208.0000, 1.5489177822, 1.19521, 1.28170
 1216.0000, 1.5594170990, 1.19666, 1.28143
 1224.0000, 1.5699238776, 1.19811, 1.28110
 1232.0000, 1.5804341785, 1.19956, 1.28070
 1240.0000, 1.5909440433, 1.20101, 1.28024
 1248.0000, 1.6014495115, 1.20247, 1.27972
 1256.0000, 1.6119466377, 1.20392, 1.27914
 1264.0000, 1.6224315090, 1.20537, 1.27850
 1272.0000, 1.6329002616, 1.20683, 1.27781
 1280.0000, 1.6433490976, 1.20828, 1.27706
 1288.0000, 1.6537743014, 1.20973, 1.27626
 1296.0000, 1.6641722561, 1.21118, 1.27540
 1304.0000, 1.6745394593, 1.21263, 1.27449
 1312.0000, 1.6848725386, 1.21407, 1.27354
 1320.0000, 1.6951682664, 1.21551, 1.27253
 1328.0000, 1.7054235750, 1.21695, 1.27148
 1336.0000, 1.7156355699, 1.21838, 1.27038
 1344.0000, 1.7258015443, 1.21980, 1.26923
 1352.0000, 1.7359189910, 1.22123, 1.26805
 1360.0000, 1.7459856155, 1.22264, 1.26682
 1368.0000, 1.7559993469, 1.22405, 1.26555
 1376.0000, 1.7659583494, 1.22546, 1.26425
 1384.0000, 1.7758610320, 1.22685, 1.26291
 1392.0000, 1.7857060581, 1.22825, 1.26154
 1400.0000, 1.7954923539, 1.22963, 1.26013
 1408.0000, 1.8052191164, 1.23101, 1.25870
 1416.0000, 1.8148858202, 1.23238, 1.25723
 1424.0000, 1.8244922232, 1.23374, 1.25574
 1432.0000, 1.8340383722, 1.23510, 1.25423
 1440.0000, 1.8435246068, 1.23645, 1.25269
 1448.0000, 1.8529515626, 1.23779, 1.25113
 1456.0000, 1.8623201740, 1.23913, 1.24955
 1464.0000, 1.8716316748, 1.24046, 1.24795
 1472.0000, 1.8808875990, 1.24178, 1.24634
 1480.0000, 1.8900897804, 1.24310, 1.24472
 1488.0000, 1.8992403505, 1.24441, 1.24308
 1496.0000, 1.9083417363, 1.24571, 1.24144
 1504.0000, 1.9173966566, 1.24701, 1.23979
 1512.0000, 1.9264081172, 1.24830, 1.23813
 1520.0000, 1.9353794057, 1.24959, 1.23648
 1528.0000, 1.9443140848, 1.25088, 1.23482
 1536.0000, 1.9532159847, 1.25216, 1.23316
 1544.0000, 1.9620891948, 1.25344, 1.23151
 1552.0000, 1.9709380541, 1.25472, 1.22986
 1560.0000, 1.9797671407, 1.25600, 1.22822
 1568.0000, 1.9885812611, 1.25727, 1.22659
 1576.0000, 1.9973854372, 1.25855, 1.22498
 1584.0000, 2.0061848941, 1.25982, 1.22337
 1592.0000, 2.0149850454, 1.26110, 1.22179
 1600.0000, 2.0237914793, 1.26238, 1.22022
 1608.0000, 2.0326099423, 1.26366, 1.21868
 1616.0000, 2.0414463239, 1.26495, 1.21715
 1624.0000, 2.0503066387, 1.26624, 1.21566
 1632.0000, 2.0591970096, 1.26753, 1.21419
 1640.0000, 2.0681236492, 1.26884, 1.21275
 1648.0000, 2.0770928410, 1.27015, 1.21134
 1656.0000, 2.0861109203, 1.27147, 1.20996
 1664.0000, 2.0951842541, 1.27280, 1.20862
 1672.0000, 2.1043192214, 1.27414, 1.20732
 1680.0000, 2.1135221917, 1.27549, 1.20606
 1688.0000, 2.1227995053, 1.27685, 1.20484
 1696.0000, 2.1321574511, 1.27823, 1.20367
 1704.0000, 2.1416022458, 1.27962, 1.20254
 1712.0000, 2.1511400125, 1.28102, 1.20146
 1720.0000, 2.1607767589, 1.28245, 1.20043
 1728.0000, 2.1705183559, 1.28388, 1.19946
 1736.0000, 2.1803705164, 1.28534, 1.19853
 1744.0000, 2.1903387735, 1.28682, 1.19767
 1752.0000, 2.2004284602, 1.28831, 1.19686
 1760.0000, 2.2106446877, 1.28983, 1.19611
 1768.0000, 2.2209923259, 1.29137, 1.19543
 1776.0000, 2.2314759825, 1.29293, 1.19480
 1784.0000, 2.2420999844, 1.29451, 1.19425
 1792.0000, 2.2528683579, 1.29611, 1.19376
 1800.0000, 2.2637848112, 1.29774, 1.19334
 1808.0000, 2.2748527159, 1.29940, 1.19299
 1816.0000, 2.2860750910, 1.30108, 1.19272
 1824.0000, 2.2974545865, 1.30278, 1.19251
 1832.0000, 2.3089934683, 1.30452, 1.19239
 1840.0000, 2.3206936038, 1.30628, 1.19234
 1848.0000, 2.3325564494, 1.30806, 1.19237
 1856.0000, 2.3445830378, 1.30987, 1.19248
 1864.0000, 2.3567739670, 1.31171, 1.19268
 1872.0000, 2.3691293912, 1.31358, 1.19296
 1880.0000, 2.3816490112, 1.31547, 1.19332
 1888.0000, 2.3943320677, 1.31740, 1.19377
 1896.0000, 2.4071773351, 1.31935, 1.19430
 1904.0000, 2.4201831166, 1.32132, 1.19493
 1912.0000, 2.4333472406, 1.32333, 1.19564
 1920.0000, 2.4466670591, 1.32536, 1.19645
 1928.0000, 2.4601394467, 1.32742, 1.19735
 1936.0000, 2.4737608012, 1.32950, 1.19834
 1944.0000, 2.4875270458, 1.33161, 1.19942
 1952.0000, 2.5014336330, 1.33374, 1.20061
 1960.0000, 2.5154755489, 1.33590, 1.20188
 1968.0000, 2.5296473197, 1.33808, 1.20326
 1976.0000, 2.5439430197, 1.34028, 1.20473
 1984.0000, 2.5583562803, 1.34251, 1.20630
 1992.0000, 2.5728803000, 1.34476, 1.20797
 2000.0000, 2.5875078568, 1.34702, 1.20974
 2008.0000, 2.6022313209, 1.34931, 1.21161
 2016.0000, 2.6170426692, 1.35161, 1.21359
 2024.0000, 2.6319335008, 1.35393, 1.21566
 2032.0000, 2.6468950540, 1.35627, 1.21783
 2040.0000, 2.6619182239, 1.35861, 1.22011
 2048.0000, 2.6769935819, 1.36097, 1.22249
 2056.0000, 2.6921113956, 1.36334, 1.22497
 2064.0000, 2.7072616499, 1.36572, 1.22756
 2072.0000, 2.7224340692, 1.36811, 1.23025
 2080.0000, 2.7376181404, 1.37051, 1.23304
 2088.0000, 2.7528031366, 1.37290, 1.23594
 2096.0000, 2.7679781420, 1.37530, 1.23893
 2104.0000, 2.7831320772, 1.37771, 1.24204
 2112.0000, 2.7982537248, 1.38011, 1.24524
 2120.0000, 2.8133317567, 1.38250, 1.24855
 2128.0000, 2.8283547607, 1.38490, 1.25195
 2136.0000, 2.8433112685, 1.38728, 1.25546
 2144.0000, 2.8581897835, 1.38966, 1.25907
 2152.0000, 2.8729788093, 1.39203, 1.26279
 2160.0000, 2.8876668783, 1.39439, 1.26660
 2168.0000, 2.9022425808, 1.39673, 1.27051
 2176.0000, 2.9166945938, 1.39905, 1.27452
 2184.0000, 2.9310117101, 1.40136, 1.27862
 2192.0000, 2.9451828678, 1.40365, 1.28283
 2200.0000, 2.9591971793, 1.40592, 1.28713
 2208.0000, 2.9730439602, 1.40816, 1.29152
 2216.0000, 2.9867127585, 1.41038, 1.29601
 2224.0000, 3.0001933831, 1.41257, 1.30060
 2232.0000, 3.0134759325, 1.41473, 1.30527
 2240.0000, 3.0265508230, 1.41686, 1.31003
 2248.0000, 3.0394088160, 1.41896, 1.31489
 2256.0000, 3.0520410461, 1.42103, 1.31983
 2264.0000, 3.0644390476, 1.42306, 1.32486
 2272.0000, 3.0765947811, 1.42505, 1.32997
 2280.0000, 3.0885006593, 1.42700, 1.33517
 2288.0000, 3.1001495722, 1.42892, 1.34044
 2296.0000, 3.1115349116, 1.43079, 1.34580
 2304.0000, 3.1226505953, 1.43263, 1.35123
 2312.0000, 3.1334910900, 1.43441, 1.35675
 2320.0000, 3.1440514336, 1.43616, 1.36233
 2328.0000, 3.1543272566, 1.43786, 1.36799
 2336.0000, 3.1643148032, 1.43951, 1.37372
 2344.0000, 3.1740109502, 1.44112, 1.37952
 2352.0000, 3.1834132262, 1.44268, 1.38538
 2360.0000, 3.1925198292, 1.44420, 1.39131
 2368.0000, 3.2013296430, 1.44566, 1.39729
 2376.0000, 3.2098422528, 1.44708, 1.40334
 2384.0000, 3.2180579592, 1.44845, 1.40945
 2392.0000, 3.2259777919, 1.44977, 1.41561
 2400.0000, 3.2336035208, 1.45104, 1.42182
 2408.0000, 3.2409376672, 1.45227, 1.42808
 2416.0000, 3.2479835122, 1.45345, 1.43439
 2424.0000, 3.2547451052, 1.45458, 1.44074
 2432.0000, 3.2612272697, 1.45566, 1.44714
 2440.0000, 3.2674356083, 1.45671, 1.45357
 2448.0000, 3.2733765059, 1.45770, 1.46004
 2456.0000, 3.2790571313, 1.45866, 1.46654
 2464.0000, 3.2844854371, 1.45957, 1.47308
 2472.0000, 3.2896701581, 1.46044, 1.47964
 2480.0000, 3.2946208076, 1.46127, 1.48622
 2488.0000, 3.2993476724, 1.46207, 1.49283
 2496.0000, 3.3038618050, 1.46283, 1.49945
 2504.0000, 3.3081750152, 1.46355, 1.50609
 2512.0000, 3.3122998586, 1.46425, 1.51274
 2520.0000, 3.3162496233, 1.46492, 1.51940
 2528.0000, 3.3200383154, 1.46555, 1.52607
 2536.0000, 3.3236806413, 1.46617, 1.53274
 2544.0000, 3.3271919881, 1.46676, 1.53940
 2552.0000, 3.3305884027, 1.46734, 1.54606
 2560.0000, 3.3338865673, 1.46789, 1.55272
 2568.0000, 3.3371037739, 1.46844, 1.55936
 2576.0000, 3.3402578957, 1.46897, 1.56599
 2584.0000, 3.3433673566, 1.46950, 1.57260
 2592.0000, 3.3464510985, 1.47002, 1.57918
 2600.0000, 3.3495285460, 1.47054, 1.58575
 2608.0000, 3.3526195687, 1.47106, 1.59228
 2616.0000, 3.3557444420, 1.47159, 1.59878
 2624.0000, 3.3589238046, 1.47213, 1.60524
 2632.0000, 3.3621786145, 1.47268, 1.61167
 2640.0000, 3.3655301023, 1.47325, 1.61804
 2648.0000, 3.3689997231, 1.47384, 1.62438
 2656.0000, 3.3726091051, 1.47445, 1.63066
 2664.0000, 3.3763799974, 1.47509, 1.63688
 2672.0000, 3.3803342151, 1.47576, 1.64305
 2680.0000, 3.3844935826, 1.47647, 1.64916
 2688.0000, 3.3888798760, 1.47722, 1.65519
 2696.0000, 3.3935147624, 1.47800, 1.66116
 2704.0000, 3.3984197389, 1.47884, 1.66706
 2712.0000, 3.4036160699, 1.47972, 1.67287
 2720.0000, 3.4091247231, 1.48066, 1.67861
 2728.0000, 3.4149663045, 1.48166, 1.68426
 2736.0000, 3.4211609924, 1.48272, 1.68982
 2744.0000, 3.4277284716, 1.48384, 1.69529
 2752.0000, 3.4346878655, 1.48503, 1.70066
 2760.0000, 3.4420576697, 1.48629, 1.70593
 2768.0000, 3.4498556845, 1.48762, 1.71110
 2776.0000, 3.4580989478, 1.48904, 1.71615
 2784.0000, 3.4668036687, 1.49053, 1.72110
 2792.0000, 3.4759851614, 1.49210, 1.72593
 2800.0000, 3.4856577805, 1.49377, 1.73064
 2808.0000, 3.4958348568, 1.49552, 1.73522
 2816.0000, 3.5065286352, 1.49736, 1.73968
 2824.0000, 3.5177502135, 1.49930, 1.74401
 2832.0000, 3.5295094840, 1.50133, 1.74820
 2840.0000, 3.5418150764, 1.50346, 1.75226
 2848.0000, 3.5546743038, 1.50568, 1.75617
 2856.0000, 3.5680931102, 1.50801, 1.75994
 2864.0000, 3.5820760224, 1.51044, 1.76355
 2872.0000, 3.5966261032, 1.51297, 1.76701
 2880.0000, 3.6117449094, 1.51561, 1.77032
 2888.0000, 3.6274324519, 1.51835, 1.77347
 2896.0000, 3.6436871598, 1.52119, 1.77645
 2904.0000, 3.6605058487, 1.52414, 1.77926
 2912.0000, 3.6778836920, 1.52719, 1.78191
 2920.0000, 3.6958141967, 1.53035, 1.78437
 2928.0000, 3.7142891828, 1.53361, 1.78666
 2936.0000, 3.7332987667, 1.53697, 1.78877
 2944.0000, 3.7528313497, 1.54043, 1.79070
 2952.0000, 3.7728736091, 1.54399, 1.79243
 2960.0000, 3.7934104942, 1.54764, 1.79398
 2968.0000, 3.8144252268, 1.55139, 1.79533
 2976.0000, 3.8358993050, 1.55523, 1.79648
 2984.0000, 3.8578125110, 1.55916, 1.79744
 2992.0000, 3.8801429232, 1.56317, 1.79819
 3000.0000, 3.9028669318, 1.56727, 1.79873
 3008.0000, 3.9259592579, 1.57144, 1.79906
 3016.0000, 3.9493929758, 1.57569, 1.79918
 3024.0000, 3.9731395396, 1.58000, 1.79908
 3032.0000, 3.9971688114, 1.58438, 1.79877
 3040.0000, 4.0214490936, 1.58881, 1.79823
 3048.0000, 4.0459471630, 1.59330, 1.79747
 3056.0000, 4.0706283078, 1.59783, 1.79648
 3064.0000, 4.0954563665, 1.60241, 1.79527
 3072.0000, 4.1203937690, 1.60701, 1.79382
 3080.0000, 4.1454015787, 1.61165, 1.79214
 3088.0000, 4.1704395369, 1.61630, 1.79022
 3096.0000, 4.1954661076, 1.62096, 1.78806
 3104.0000, 4.2204385235, 1.62563, 1.78566
 3112.0000, 4.2453128322, 1.63029, 1.78302
 3120.0000, 4.2700439435, 1.63494, 1.78013
 3128.0000, 4.2945856755, 1.63957, 1.77699
 3136.0000, 4.3188908019, 1.64416, 1.77361
 3144.0000, 4.3429110978, 1.64871, 1.76997
 3152.0000, 4.3665973851, 1.65322, 1.76608
 3160.0000, 4.3898995771, 1.65766, 1.76193
 3168.0000, 4.4127667218, 1.66203, 1.75753
 3176.0000, 4.4351470433, 1.66632, 1.75287
 3184.0000, 4.4569879826, 1.67051, 1.74795
 3192.0000, 4.4782362357, 1.67460, 1.74277
 3200.0000, 4.4988377896, 1.67858, 1.73732
 3208.0000, 4.5187379569, 1.68243, 1.73161
 3216.0000, 4.5378814070, 1.68614, 1.72564
 3224.0000, 4.5562121953, 1.68970, 1.71940
 3232.0000, 4.5736737895, 1.69310, 1.71289
 3240.0000, 4.5902090931, 1.69633, 1.70611
 3248.0000, 4.6057604653, 1.69937, 1.69906
 3256.0000, 4.6202697388, 1.70221, 1.69174
 3264.0000, 4.6336782328, 1.70484, 1.68416
 3272.0000, 4.6459267640, 1.70725, 1.67629
 3280.0000, 4.6569556527, 1.70942, 1.66816
 3288.0000, 4.6667047264, 1.71134, 1.65976
 3296.0000, 4.6751133183, 1.71299, 1.65108
 3304.0000, 4.6821202633, 1.71438, 1.64212
 3312.0000, 4.6876638881, 1.71547, 1.63290
 3320.0000, 4.6916819987, 1.71626, 1.62340
 3328.0000, 4.6941118630, 1.71674, 1.61363
 3336.0000, 4.6948901881, 1.71690, 1.60358
 3344.0000, 4.6939530942, 1.71671, 1.59326
 3352.0000, 4.6912360830, 1.71618, 1.58266
 3360.0000, 4.6866740012, 1.71527, 1.57180
 3368.0000, 4.6802009985, 1.71400, 1.56065
 3376.0000, 4.6717504813, 1.71233, 1.54924
 3384.0000, 4.6612550591, 1.71026, 1.53756
 3392.0000, 4.6486464869, 1.70778, 1.52560
 3400.0000, 4.6338555997, 1.70488, 1.51338
 3408.0000, 4.6168122420, 1.70153, 1.50088
 3416.0000, 4.5974451893, 1.69774, 1.48812
 3424.0000, 4.5756820634, 1.69350, 1.47509
 3432.0000, 4.5514492394, 1.68878, 1.46179
 3440.0000, 4.5246717450, 1.68358, 1.44823
 3448.0000, 4.4952731509, 1.67789, 1.43441
 3456.0000, 4.4631754522, 1.67170, 1.42032
 3464.0000, 4.4282989400, 1.66500, 1.40597
 3472.0000, 4.3905620617, 1.65778, 1.39136
 3480.0000, 4.3498812712, 1.65004, 1.37650
 3488.0000, 4.3061708652, 1.64176, 1.36138
 3496.0000, 4.2593428074, 1.63293, 1.34600
 3504.0000, 4.2093065371, 1.62355, 1.33038
 3512.0000, 4.1559687630, 1.61361, 1.31450
 3520.0000, 4.0992332385, 1.60310, 1.29837
 3528.0000, 4.0390005192, 1.59203, 1.28200
 3536.0000, 3.9751676989, 1.58037, 1.26539
 3544.0000, 3.9076281232, 1.56813, 1.24853
 3552.0000, 3.8362710772, 1.55530, 1.23144
 3560.0000, 3.7609814465, 1.54187, 1.21410
 3568.0000, 3.6816393464, 1.52785, 1.19654
 3576.0000, 3.5981197172, 1.51323, 1.17874
 3584.0000, 3.5102918819, 1.49801, 1.16072
 3592.0000, 3.4180190611, 1.48218, 1.14247
 3600.0000, 3.3211578404, 1.46574, 1.12400
 3608.0000, 3.2195575850, 1.44870, 1.10530
 3616.0000, 3.1130597951, 1.43104, 1.08639
 3624.0000, 3.0014973932, 1.41278, 1.06727
 3632.0000, 2.8846939366, 1.39391, 1.04794
 3640.0000, 2.7624627441, 1.37443, 1.02840
 3648.0000, 2.6346059252, 1.35435, 1.00866
 3656.0000, 2.5009132989, 1.33366, 0.98871
 3664.0000, 2.3611611869, 1.31238, 0.96857
 3672.0000, 2.2151110615, 1.29049, 0.94824
 3680.0000, 2.0625080282, 1.26802, 0.92772
 3688.0000, 1.9030791177, 1.24496, 0.90701
 3696.0000, 1.7365313568, 1.22131, 0.88612
 3704.0000, 1.5625495829, 1.19709, 0.86505
 3712.0000, 1.3807939614, 1.17230, 0.84381
 3720.0000, 1.1908971535, 1.14695, 0.82239
 3728.0000, 0.9924610755, 1.12105, 0.80081
 3736.0000, 0.7850531748, 1.09459, 0.77907
 3744.0000, 0.5682021352, 1.06760, 0.75717
 3752.0000, 0.3413929003, 1.04009, 0.73512
 3760.0000, 0.1040608830, 1.01205, 0.71291
 3768.0000, -0.1444148057, 0.98351, 0.69056
 3776.0000, -0.4047193153, 0.95447, 0.66807
 3784.0000, -0.6776114609, 0.92495, 0.64545
 3792.0000, -0.9639349020, 0.89496, 0.62269
 3800.0000, -1.2646315137, 0.86451, 0.59980
 3808.0000, -1.5807574872, 0.83361, 0.57679
 3816.0000, -1.9135028575, 0.80228, 0.55366
 3824.0000, -2.2642153721, 0.77053, 0.53042
 3832.0000, -2.6344299151, 0.73838, 0.50706
 3840.0000, -3.0259051145, 0.70584, 0.48361
 3848.0000, -3.4406693438, 0.67292, 0.46005
 3856.0000, -3.8810791728, 0.63966, 0.43640
 3864.0000, -4.3498945400, 0.60605, 0.41266
 3872.0000, -4.8503767395, 0.57211, 0.38883
 3880.0000, -5.3864180732, 0.53787, 0.36492
 3888.0000, -5.9627162992, 0.50334, 0.34094
 3896.0000, -6.5850138421, 0.46854, 0.31688
 3904.0000, -7.2604329429, 0.43349, 0.29276
 3912.0000, -7.9979569859, 0.39820, 0.26858
 3920.0000, -8.8091418828, 0.36270, 0.24434
 3928.0000, -9.7092035470, 0.32699, 0.22005
 3936.0000, -10.7187485734, 0.29111, 0.19572
 3944.0000, -11.8666666567, 0.25507, 0.17134
 3952.0000, -13.1952677797, 0.21890, 0.14693
 3960.0000, -14.7701456186, 0.18260, 0.12249
 3968.0000, -16.7011875670, 0.14620, 0.09802
 3976.0000, -19.1943937237, 0.10972, 0.07353
 3984.0000, -22.7122408157, 0.07318, 0.04903
 3992.0000, -28.7304536615, 0.03660, 0.02452
 4000.0000, -301.2306075157, 0.00000, 0.00000

Magnitude at band edges

    0.0813 1.10493E+00
    0.4188 1.71634E+00
    0.0813 1.10493E+00
    0.4188 1.71634E+00
Baud rate 3000, high carrier filter 3, 6dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
    0.0000, -0.2296272685, 0.97391, 0.87399
    8.0000, -0.2291729578, 0.97396, 0.87406
   16.0000, -0.2278107206, 0.97411, 0.87425
   24.0000, -0.2255426392, 0.97437, 0.87458
   32.0000, -0.2223721771, 0.97472, 0.87504
   40.0000, -0.2183041684, 0.97518, 0.87563
   48.0000, -0.2133448032, 0.97574, 0.87635
   56.0000, -0.2075016092, 0.97639, 0.87721
   64.0000, -0.2007834285, 0.97715, 0.87819
   72.0000, -0.1932003915, 0.97800, 0.87930
   80.0000, -0.1847638867, 0.97895, 0.88054
   88.0000, -0.1754865269, 0.98000, 0.88191
   96.0000, -0.1653821119, 0.98114, 0.88340
  104.0000, -0.1544655886, 0.98237, 0.88503
  112.0000, -0.1427530071, 0.98370, 0.88678
  120.0000, -0.1302614751, 0.98511, 0.88865
  128.0000, -0.1170091089, 0.98662, 0.89065
  136.0000, -0.1030149824, 0.98821, 0.89277
  144.0000, -0.0882990738, 0.98989, 0.89501
  152.0000, -0.0728822110, 0.99164, 0.89738
  160.0000, -0.0567860141, 0.99348, 0.89986
  168.0000, -0.0400328381, 0.99540, 0.90246
  176.0000, -0.0226457130, 0.99740, 0.90518
  184.0000, -0.0046482841, 0.99946, 0.90802
  192.0000, 0.0139352491, 1.00161, 0.91097
  200.0000, 0.0330801942, 1.00382, 0.91403
  208.0000, 0.0527614275, 1.00609, 0.91721
  216.0000, 0.0729534553, 1.00843, 0.92049
  224.0000, 0.0936304751, 1.01084, 0.92389
  232.0000, 0.1147664371, 1.01330, 0.92739
  240.0000, 0.1363351038, 1.01582, 0.93099
  248.0000, 0.1583101096, 1.01839, 0.93470
  256.0000, 0.1806650196, 1.02102, 0.93851
  264.0000, 0.2033733869, 1.02369, 0.94242
  272.0000, 0.2264088083, 1.02641, 0.94642
  280.0000, 0.2497449793, 1.02917, 0.95052
  288.0000, 0.2733557474, 1.03197, 0.95472
  296.0000, 0.2972151629, 1.03481, 0.95900
  304.0000, 0.3212975295, 1.03768, 0.96338
  312.0000, 0.3455774513, 1.04059, 0.96784
  320.0000, 0.3700298794, 1.04352, 0.97239
  328.0000, 0.3946301553, 1.04648, 0.97702
  336.0000, 0.4193540534, 1.04946, 0.98173
  344.0000, 0.4441778200, 1.05247, 0.98651
  352.0000, 0.4690782117, 1.05549, 0.99138
  360.0000, 0.4940325304, 1.05853, 0.99631
  368.0000, 0.5190186570, 1.06158, 1.00132
  376.0000, 0.5440150819, 1.06464, 1.00640
  384.0000, 0.5690009349, 1.06770, 1.01154
  392.0000, 0.5939560110, 1.07077, 1.01675
  400.0000, 0.6188607955, 1.07385, 1.02201
  408.0000, 0.6436964863, 1.07692, 1.02734
  416.0000, 0.6684450141, 1.08000, 1.03271
  424.0000, 0.6930890608, 1.08306, 1.03815
  432.0000, 0.7176120754, 1.08613, 1.04363
  440.0000, 0.7419982880, 1.08918, 1.04916
  448.0000, 0.7662327220, 1.09222, 1.05474
  456.0000, 0.7903012041, 1.09525, 1.06036
  464.0000, 0.8141903725, 1.09827, 1.06601
  472.0000, 0.8378876832, 1.10127, 1.07171
  480.0000, 0.8613814144, 1.10425, 1.07744
  488.0000, 0.8846606691, 1.10722, 1.08320
  496.0000, 0.9077153764, 1.11016, 1.08899
  504.0000, 0.9305362901, 1.11308, 1.09480
  512.0000, 0.9531149871, 1.11598, 1.10064
  520.0000, 0.9754438627, 1.11885, 1.10649
  528.0000, 0.9975161256, 1.12170, 1.11237
  536.0000, 1.0193257908, 1.12452, 1.11826
  544.0000, 1.0408676709, 1.12731, 1.12416
  552.0000, 1.0621373667, 1.13007, 1.13007
  560.0000, 1.0831312556, 1.13281, 1.13599
  568.0000, 1.1038464795, 1.13551, 1.14191
  576.0000, 1.1242809310, 1.13819, 1.14783
  584.0000, 1.1444332384, 1.14083, 1.15375
  592.0000, 1.1643027499, 1.14344, 1.15966
  600.0000, 1.1838895160, 1.14603, 1.16557
  608.0000, 1.2031942719, 1.14858, 1.17146
  616.0000, 1.2222184177, 1.15109, 1.17735
  624.0000, 1.2409639987, 1.15358, 1.18321
  632.0000, 1.2594336840, 1.15604, 1.18906
  640.0000, 1.2776307445, 1.15846, 1.19489
  648.0000, 1.2955590305, 1.16085, 1.20069
  656.0000, 1.3132229474, 1.16322, 1.20647
  664.0000, 1.3306274322, 1.16555, 1.21222
  672.0000, 1.3477779279, 1.16785, 1.21793
  680.0000, 1.3646803581, 1.17013, 1.22361
  688.0000, 1.3813411008, 1.17238, 1.22926
  696.0000, 1.3977669615, 1.17460, 1.23486
  704.0000, 1.4139651458, 1.17679, 1.24043
  712.0000, 1.4299432323, 1.17895, 1.24595
  720.0000, 1.4457091438, 1.18110, 1.25142
  728.0000, 1.4612711191, 1.18321, 1.25684
  736.0000, 1.4766376846, 1.18531, 1.26221
